Tweet,Target 1,Stance 1,Dataset,domain
"A person's a person, no matter how small. - Dr. Suess #WAAR #SemST",Legalization of Abortion,AGAINST,semeval,government
"Thanks for gently spoken truth, @DanaPerino ! How DO we as a nation ""protect the innocent""? #TheFive #CCOT #DNC #RNC #SemST",Legalization of Abortion,AGAINST,semeval,government
I've noticed that everybody that is for Abortion has already been born-Ronald Reagan #LetthemLive #AllLivesMatter #SemST,Legalization of Abortion,AGAINST,semeval,government
Patient advocate Stephen Casey of Texas Center for Defense of Life strongly supports #HB3074. #TXlege #SemST,Legalization of Abortion,AGAINST,semeval,government
@HillaryClinton Don't you mean to say (all children deserve the same chances) except the UNBORN CHILDREN? #SemST,Legalization of Abortion,AGAINST,semeval,government
UB Students for Life and @createdequalorg are currently on North Campus by the Student Union speaking out against #SemST,Legalization of Abortion,AGAINST,semeval,government
@sinnfeinireland SinnFein voted to kill unborn sick children #SemST,Legalization of Abortion,AGAINST,semeval,government
They were slaying their own souls when they offered up their sons & when they shed the blood of infants. #Augustine #Psalm106 #SemST,Legalization of Abortion,AGAINST,semeval,government
"Unthinkable, shameful, acceptable, encouraged, desirable ...the evolution of killing the defenseless. @msnbc @jemimakirke #SemST",Legalization of Abortion,AGAINST,semeval,government
Both Democrats and #IslamicState murder by dismemberment. The only difference is the age of their victims. #ISIS #SemST,Legalization of Abortion,AGAINST,semeval,government
@DWStweets @RepDWStweets is a seven pound baby murderer. Too bad her Mom didn't have the same operation. #Baby #Democrats #Losers #SemST,Legalization of Abortion,AGAINST,semeval,government
WH: Motherhood's a Wage Penalty. So we pay em to have kids & we pay em to kill premature babies. WTF's point here libs? #PJNET #SemST,Legalization of Abortion,AGAINST,semeval,government
"Hillary wants to be a champion for women, unless they're unborn. #SemST",Legalization of Abortion,AGAINST,semeval,government
Some Bitches be scared to kill a little cockroach in their house but quick to kill a baby... #SemST,Legalization of Abortion,AGAINST,semeval,government
it's ironic that ppl will perform lifesaving therapies on animals to preserve their lives-but have staunch views in favor of #SemST,Legalization of Abortion,AGAINST,semeval,government
"PlannedParentHood, their agenda is all about the money. Killing babies is big business & minority genocide is the result. #ccot #SemST",Legalization of Abortion,AGAINST,semeval,government
RT @NYS4Life: RT if you're ready to help us defeat #AssistedSuicidelike we defeated #AbortionExpansion! #noPASny #SemST,Legalization of Abortion,AGAINST,semeval,government
Still waiting for Libs to explain how the premeditated murder of a premature baby is reproductive healthcare. #ccot #SemST,Legalization of Abortion,AGAINST,semeval,government
"@explicit0ceans But adoption chooses to let them live. Obviously a huge difference. You can see that, right? #Adoption #SemST",Legalization of Abortion,AGAINST,semeval,government
@BruvverEccles @Telegraph @David_Cameron I despair! I want grandchildren or are they a 'luxury item' #Catholic #SemST,Legalization of Abortion,AGAINST,semeval,government
"#Hillary, Here's one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder. #SemST",Legalization of Abortion,AGAINST,semeval,government
Please join us as we pray to end the global holocaust of abortion! #SemST,Legalization of Abortion,AGAINST,semeval,government
@notmuchelse you want the freedom to murder a baby. Rip them limb by limb. No change in subject by me.Libertarian #SemST,Legalization of Abortion,AGAINST,semeval,government
@codeinediva Like i said you are weak. We are strong! #Christian #WeWillOvercome #SemST,Legalization of Abortion,AGAINST,semeval,government
@ProWomanChoice forcing women to change their body's normal function is the epitome of controlling women. #SemST,Legalization of Abortion,AGAINST,semeval,government
@AMLiveNTV: its morally wrong. Life is sacred and only the giver and its onlyHim alone that should take it#HaveYourSay is on #SemST,Legalization of Abortion,AGAINST,semeval,government
Agree choice if woman's life in danger. But rape - does the baby deserve death for crime of his/her father? @HelpBillColeman #SemST,Legalization of Abortion,AGAINST,semeval,government
.@giannaberettamo @GiaMolla @sphcs_news Happy feast of St. Gianna Beretta Molla! May she pray for us! #SemST,Legalization of Abortion,AGAINST,semeval,government
Pro-Choice is meaningless. Say what you mean. You stand for the right to choose to kill. #SemST,Legalization of Abortion,AGAINST,semeval,government
I refuse to stop praying for an end to abortion. #SemST,Legalization of Abortion,AGAINST,semeval,government
Idiot: how would you feel if your mom aborted you? Me: nothing cause I would be fucking dead. #SemST,Legalization of Abortion,AGAINST,semeval,government
"@LifeNewsHQ 22wks is too late to be able to have a termination in my opinion, these triplets are babies not a bunch of cells. #SemST",Legalization of Abortion,AGAINST,semeval,government
"@charulife And I explained that they are in the keep your baby business, as they helped me get Medicaid and WIC. #SemST",Legalization of Abortion,AGAINST,semeval,government
"@WildChild69 No, U want 2 limit the doctor's choice & force him/her to help w/ abortions. I want to protect life & human dignity. #SemST",Legalization of Abortion,AGAINST,semeval,government
"@WildChild69 Now you are not even sense. And, once again, abortion is not healthcare. With every abortion at least one human lies. #SemST",Legalization of Abortion,AGAINST,semeval,government
"@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies. #SemST",Legalization of Abortion,AGAINST,semeval,government
RT @alvedaking: The most disturbing thing we to this planet is to flood our streets with the #blood of #children from #HappyEarth... #SemST,Legalization of Abortion,AGAINST,semeval,government
RT alvedaking: The most disturbing thing we to this planet is to flood our streets with the #blood of #children from #HappyEarthD... #SemST,Legalization of Abortion,AGAINST,semeval,government
"Preach! 'Black Sheriff Says if #BlackLivesMatter, They'd Protest at Abortion Clinics'. #ChooseLIFE #AllLivesMatter #SemST",Legalization of Abortion,AGAINST,semeval,government
"@gvandersee 100,000 (estimated) ozzie abortions of vulnerable, unwanted ""unlife"" right there. Value & Respect life. #deathpenalty #SemST",Legalization of Abortion,AGAINST,semeval,government
@kugrl6 good riddance to millions of black babies? I really hope I'm misunderstanding you #SemST,Legalization of Abortion,AGAINST,semeval,government
#BlackLivesMatter unless they are pre born black lives then they don't matter #AbortionIsMurder #LiberalLogic #SemST,Legalization of Abortion,AGAINST,semeval,government
I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion. #faminism #YesAllWomen #SemST,Legalization of Abortion,AGAINST,semeval,government
"If abortion is not wrong, then nothing is wrong. Powerful words from Blessed Mother Teresa. #SemST",Legalization of Abortion,AGAINST,semeval,government
RT @RogerIsCatholic: Save the Baby Humans! #WAAR #SemST,Legalization of Abortion,AGAINST,semeval,government
RT @DogsOfGod: I will fight for the unborn! #SemST,Legalization of Abortion,AGAINST,semeval,government
We are the #prolifegen and we will abolish abortion in our lifetime! #prolifefuture #tcot #SemST,Legalization of Abortion,AGAINST,semeval,government
"Abortion does not make you un-pregnant, it makes you the mother of a dead child.isright #SemST",Legalization of Abortion,AGAINST,semeval,government
"Abortion has nothing to do with feminism. Its about the BABYS body, not yours.isright #SemST",Legalization of Abortion,AGAINST,semeval,government
@peiacsw please consider the status of preborn girls as the most vulnerable women in society. #peivotes #SemST,Legalization of Abortion,AGAINST,semeval,government
Pro-Life Legislative Day Party in Lansing today! See y'all there! #sopumpedgen #SemST,Legalization of Abortion,AGAINST,semeval,government
I truly believe that #BlackLivesMatter and that's why I'm against Planned Parenthood. #ycot #SemST,Legalization of Abortion,AGAINST,semeval,government
@Niall250 good thing is that #DUP have consistently said ALL murder was + is wrong. SF were pro murder...still are. #SemST,Legalization of Abortion,AGAINST,semeval,government
"Your life is worth a lot. Don't believe any ""compassionate"" politicians or doctors or friends who tell you otherwise. You matter. #SemST",Legalization of Abortion,AGAINST,semeval,government
"Also, abortion is wrong biblically and morally. Imagine never getting a chance to live your life. Think about where you are now. #SemST",Legalization of Abortion,AGAINST,semeval,government
Re Last: I can't get past this...why must abortion providers dismember a fetus alive? That just sounds...hideously inhumane. #SemST,Legalization of Abortion,AGAINST,semeval,government
@ScottWalker goes along with the world is the law of God and not of men #SemST,Legalization of Abortion,AGAINST,semeval,government
The right to #choose? Thats a #lie! #babies don't choose to #die! Prolifeyouthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
A #person's value is not determined by his #size. #prolifegen #prolifeyouth #SemST,Legalization of Abortion,AGAINST,semeval,government
Before I formed you in the #womb I knew you. #prolifegen #prolifeyouth #God #SemST,Legalization of Abortion,AGAINST,semeval,government
Even the #smallest #person can change the course of the #future.youthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
The right to control one's body is not a license to kill.Youth #SemST,Legalization of Abortion,AGAINST,semeval,government
The #right to #life should be the #first among #humanrights -Pope Francisyouthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
"You have a #God given right to #live. And of all places, inside your #mother. -Phil Robertsonyouthgen #SemST",Legalization of Abortion,AGAINST,semeval,government
Since #roevwade 1/3 of my #generation has been #aborted. Where were their #rights?youthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
It is a #poverty to decide that a #child must #die so you may live as you wish. -Mother Teresa #prolifeyouth #prolifegen #SemST,Legalization of Abortion,AGAINST,semeval,government
How can there be too many #children? That is like saying there are too many #flowers -Mother Teresa #prolifeyouth #SemST,Legalization of Abortion,AGAINST,semeval,government
Pretend I'm a #tree and #save me. -babies everywhereyouthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
If it isn't a #human life then why does @PPFA have a problem with us?youth #itisahumanlife #SemST,Legalization of Abortion,AGAINST,semeval,government
The answer to a #crisis #pregnancy is to eliminate the crisis not the #child.youthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
"Amen, I say to you, whatever you did for one of these least brothers of mine, you did for Me.' Mt 25:40 #ProLifeYouth #SemST",Legalization of Abortion,AGAINST,semeval,government
"Jesus loves the children of the world, the born and the unborn.Youth #SemST",Legalization of Abortion,AGAINST,semeval,government
"#ProLifeYouth know that human life = human life, inside the womb or out. #SemST",Legalization of Abortion,AGAINST,semeval,government
Legalized tweeting-instead-of-procreating discriminates against the unconceived child. #worstargumentever #lolanti #SemST,Legalization of Abortion,AGAINST,semeval,government
"Call me an #extremist, but I think #dismembering babies is wrong.youthgen #SemST",Legalization of Abortion,AGAINST,semeval,government
Do to others whatever you would have them do to you. This is the law and the prophets. Mt 7:12 #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,semeval,government
@DardenMBA As a former fetus I oppose #ProlifeYouth #SemST,Legalization of Abortion,AGAINST,semeval,government
They haven't eliminated #murder. They just call it by a different #name. #prolifeyouth #prolifegen #SemST,Legalization of Abortion,AGAINST,semeval,government
"One, we are pro life Two, a little bit louder Three, I still can't hear you Four, more more moreYouth #SemST",Legalization of Abortion,AGAINST,semeval,government
"Without #life, the right to liberty and the pursuit of happiness aren't possible. #ProLifeYouth #AllLivesMatter #SemST",Legalization of Abortion,AGAINST,semeval,government
It's time to be a #voice for the #voiceless. Stand up for the #unborn! #AllLivesMatter #ProLifeYouth #chooselife #SemST,Legalization of Abortion,AGAINST,semeval,government
"I am a man, but I feel most qualified to make healthcare decisions for women. #ThingsYouDontSayAsAPolitician #SemST",Legalization of Abortion,AGAINST,semeval,government
"This is a debate about our understanding of human dignity/what it means to be a member 0 the human family/even tho tiny, powerless. #SemST",Legalization of Abortion,AGAINST,semeval,government
"@ProLifeYouth Precisely! In God's eyes, ALL life is precious. Let's make this generation the one who ends abortion! #ProLifeYouth #SemST",Legalization of Abortion,AGAINST,semeval,government
"RT @OurBrother1: ""A nation that kills its own children has no future.(On Abortion) ~Bl. John Paul II #SemST",Legalization of Abortion,AGAINST,semeval,government
Will you be my #voice? -unborn babiesyouthgen #SemST,Legalization of Abortion,AGAINST,semeval,government
Thr r no rights w/o responsibilities. The rt 2 bodily autonomy comes w/ the responsibility 2 care 4 1's unborn child #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,semeval,government
#ProLifeYouth know that life begins at conception. #SemST,Legalization of Abortion,AGAINST,semeval,government
I can tell women what to do with their bodies #ThingsYouDontSayAsAPolitician #SemST,Legalization of Abortion,AGAINST,semeval,government
Why are we all here? Because all of our mothers granted us the gift of life and did not abort us. All life has value. #ProLifeYouth #SemST,Legalization of Abortion,AGAINST,semeval,government
"Canada's legal definition of ""human being"" is based on 17th century science. It's time for an update. #ProLifeYouth #cdnpoli #SemST",Legalization of Abortion,AGAINST,semeval,government
